commit	stage	seq_len	latency_ms	context	max_batch	tok_sec	ttft_ms	ms_per_tok	memory_mb	mfu_or_bw_util	bottleneck	accuracy_pct	status	description
4f20434	prefill	16384	-	-	-	969.0	16908	-	0	0.72	COMPUTE_BOUND	100.0	keep	baseline run
4f20434	decode	-	20	256	0	0.0	-	20.5	188	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
4f20434	decode	-	30	256	1	48.8	-	20.5	188	12.06	MEMORY_BOUND	100.0	keep	baseline run
4f20434	decode	-	50	256	1	48.9	-	20.5	188	12.07	MEMORY_BOUND	100.0	keep	baseline run
4f20434	decode	-	100	256	1	49.1	-	20.4	188	12.12	MEMORY_BOUND	100.0	keep	baseline run
4f20434	decode	-	none	256	1	48.9	-	20.4	188	12.08	MEMORY_BOUND	100.0	keep	baseline run
4f20434	decode	-	20	1024	0	0.0	-	20.5	189	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
4f20434	decode	-	30	1024	1	48.6	-	20.6	189	12.00	MEMORY_BOUND	100.0	keep	baseline run
4f20434	decode	-	50	1024	1	48.7	-	20.6	189	12.02	MEMORY_BOUND	100.0	keep	baseline run
4f20434	decode	-	100	1024	1	48.7	-	20.5	189	12.04	MEMORY_BOUND	100.0	keep	baseline run
4f20434	decode	-	none	1024	1	48.7	-	20.5	189	12.03	MEMORY_BOUND	100.0	keep	baseline run
a76c2f1	prefill	32	-	-	-	400.8	80	-	0	0.30	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	64	-	-	-	572.1	112	-	-0	0.42	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	128	-	-	-	745.6	172	-	-0	0.55	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	256	-	-	-	899.1	285	-	-0	0.67	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	512	-	-	-	1036.6	494	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	1024	-	-	-	1092.1	938	-	0	0.81	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	2048	-	-	-	1112.9	1840	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	4096	-	-	-	1106.3	3702	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	8192	-	-	-	1041.8	7863	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	prefill	16384	-	-	-	989.0	16566	-	-35	0.73	COMPUTE_BOUND	100.0	keep	baseline run
a76c2f1	decode	-	20	256	0	0.0	-	22.0	171	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
a76c2f1	decode	-	30	256	1	45.2	-	22.1	171	11.17	MEMORY_BOUND	100.0	keep	baseline run
a76c2f1	decode	-	50	256	1	45.3	-	22.1	171	11.18	MEMORY_BOUND	100.0	keep	baseline run
a76c2f1	decode	-	100	256	1	45.3	-	22.1	171	11.18	MEMORY_BOUND	100.0	keep	baseline run
a76c2f1	decode	-	none	256	1	45.4	-	22.0	171	11.20	MEMORY_BOUND	100.0	keep	baseline run
a76c2f1	decode	-	20	1024	0	0.0	-	22.2	172	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
a76c2f1	decode	-	30	1024	1	45.0	-	22.2	172	11.12	MEMORY_BOUND	100.0	keep	baseline run
a76c2f1	decode	-	50	1024	1	45.0	-	22.2	172	11.12	MEMORY_BOUND	100.0	keep	baseline run
a76c2f1	decode	-	100	1024	1	45.1	-	22.2	172	11.13	MEMORY_BOUND	100.0	keep	baseline run
a76c2f1	decode	-	none	1024	1	45.1	-	22.2	172	11.15	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	prefill	32	-	-	-	401.9	80	-	0	0.30	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	64	-	-	-	571.2	112	-	0	0.42	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	128	-	-	-	749.8	171	-	0	0.56	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	256	-	-	-	895.9	286	-	0	0.66	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	512	-	-	-	1048.1	488	-	0	0.78	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	1024	-	-	-	1097.0	933	-	-0	0.81	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	2048	-	-	-	1121.4	1826	-	0	0.83	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	4096	-	-	-	1110.1	3690	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	8192	-	-	-	1043.7	7849	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	16384	-	-	-	919.0	17829	-	0	0.68	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	20	256	0	0.0	-	21.5	89	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
e4f7a36	decode	-	30	256	1	46.5	-	21.5	89	11.50	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	50	256	1	46.5	-	21.5	89	11.48	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	100	256	1	46.5	-	21.5	89	11.48	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	none	256	1	46.3	-	21.6	89	11.45	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	20	1024	0	0.0	-	21.8	90	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
e4f7a36	decode	-	30	1024	1	46.2	-	21.6	90	11.42	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	50	1024	1	46.2	-	21.6	90	11.42	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	100	1024	1	46.2	-	21.6	90	11.42	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	none	1024	1	46.2	-	21.6	90	11.41	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	prefill	32	-	-	-	407.7	78	-	0	0.30	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	64	-	-	-	570.4	112	-	0	0.42	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	128	-	-	-	755.2	169	-	0	0.56	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	256	-	-	-	901.1	284	-	0	0.67	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	512	-	-	-	1043.0	491	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	1024	-	-	-	1095.1	935	-	0	0.81	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	2048	-	-	-	1118.3	1831	-	-0	0.83	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	4096	-	-	-	1111.4	3686	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	8192	-	-	-	1089.4	7520	-	-0	0.81	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	prefill	16384	-	-	-	1025.2	15982	-	0	0.76	COMPUTE_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	20	256	0	0.0	-	22.0	2418	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
e4f7a36	decode	-	30	256	1	45.6	-	21.9	2418	11.25	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	50	256	1	45.4	-	22.0	2418	11.22	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	100	256	1	45.5	-	22.0	2418	11.24	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	none	256	1	45.6	-	21.9	2418	11.26	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	20	1024	0	0.0	-	21.9	2418	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
e4f7a36	decode	-	30	1024	1	45.5	-	22.0	2418	11.23	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	50	1024	1	45.6	-	21.9	2418	11.27	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	100	1024	1	46.0	-	21.7	2418	11.37	MEMORY_BOUND	100.0	keep	baseline run
e4f7a36	decode	-	none	1024	1	45.9	-	21.8	2418	11.33	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	prefill	32	-	-	-	396.8	81	-	0	0.29	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	64	-	-	-	575.0	111	-	0	0.43	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	128	-	-	-	753.3	170	-	0	0.56	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	256	-	-	-	891.0	287	-	0	0.66	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	512	-	-	-	1041.7	491	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	1024	-	-	-	1094.8	935	-	0	0.81	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	2048	-	-	-	1118.4	1831	-	0	0.83	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	4096	-	-	-	1123.8	3645	-	0	0.83	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	8192	-	-	-	1102.5	7430	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	16384	-	-	-	1011.6	16196	-	0	0.75	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	decode	-	20	256	0	0.0	-	21.5	2416	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
1b5944f	decode	-	30	256	1	46.7	-	21.4	2416	11.54	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	50	256	1	46.8	-	21.4	2416	11.55	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	100	256	1	46.8	-	21.4	2416	11.55	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	none	256	1	46.8	-	21.4	2416	11.56	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	20	1024	0	0.0	-	21.5	2416	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
1b5944f	decode	-	30	1024	1	46.6	-	21.5	2416	11.51	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	50	1024	1	46.6	-	21.5	2416	11.51	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	100	1024	1	46.7	-	21.4	2416	11.53	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	none	1024	1	46.4	-	21.5	2416	11.47	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	prefill	32	-	-	-	397.1	81	-	0	0.29	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	64	-	-	-	578.2	111	-	-0	0.43	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	128	-	-	-	753.0	170	-	0	0.56	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	256	-	-	-	894.0	286	-	0	0.66	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	512	-	-	-	1048.4	488	-	0	0.78	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	1024	-	-	-	1095.0	935	-	-0	0.81	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	2048	-	-	-	1101.8	1859	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	4096	-	-	-	1089.1	3761	-	0	0.81	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	8192	-	-	-	1105.8	7408	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	16384	-	-	-	1008.5	16246	-	0	0.75	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	decode	-	20	256	0	0.0	-	20.6	2434	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
1b5944f	decode	-	30	256	1	48.7	-	20.5	2434	12.04	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	50	256	1	48.6	-	20.6	2434	12.01	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	100	256	1	46.5	-	21.5	2434	11.49	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	none	256	1	46.8	-	21.4	2434	11.56	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	20	1024	0	0.0	-	21.6	2433	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
1b5944f	decode	-	30	1024	1	46.5	-	21.5	2433	11.47	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	50	1024	1	46.0	-	21.7	2433	11.36	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	100	1024	1	46.9	-	21.3	2433	11.58	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	none	1024	1	46.2	-	21.6	2433	11.42	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	prefill	32	-	-	-	398.4	80	-	0	0.30	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	64	-	-	-	548.8	117	-	-0	0.41	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	128	-	-	-	735.8	174	-	0	0.55	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	256	-	-	-	871.1	294	-	0	0.65	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	512	-	-	-	1014.9	504	-	0	0.75	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	1024	-	-	-	1073.8	954	-	0	0.80	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	2048	-	-	-	1108.7	1847	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	4096	-	-	-	1140.3	3592	-	0	0.84	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	8192	-	-	-	1110.6	7376	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	prefill	16384	-	-	-	1058.9	15472	-	0	0.78	COMPUTE_BOUND	100.0	keep	baseline run
1b5944f	decode	-	20	256	0	0.0	-	20.4	2418	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
1b5944f	decode	-	30	256	1	49.1	-	20.4	2418	12.13	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	50	256	1	49.0	-	20.4	2418	12.10	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	100	256	1	49.1	-	20.4	2418	12.13	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	none	256	1	49.1	-	20.4	2418	12.14	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	20	1024	0	0.0	-	20.5	2418	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
1b5944f	decode	-	30	1024	1	48.8	-	20.5	2418	12.06	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	50	1024	1	48.9	-	20.5	2418	12.08	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	100	1024	1	48.8	-	20.5	2418	12.06	MEMORY_BOUND	100.0	keep	baseline run
1b5944f	decode	-	none	1024	1	48.6	-	20.6	2418	12.02	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	prefill	32	-	-	-	398.1	80	-	-0	0.29	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	64	-	-	-	574.8	111	-	0	0.43	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	128	-	-	-	755.1	170	-	-0	0.56	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	256	-	-	-	907.2	282	-	0	0.67	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	512	-	-	-	1054.6	485	-	0	0.78	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	1024	-	-	-	1111.4	921	-	-0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	2048	-	-	-	1139.5	1797	-	0	0.84	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	4096	-	-	-	1137.4	3601	-	0	0.84	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	8192	-	-	-	1107.5	7397	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	16384	-	-	-	1054.3	15541	-	-0	0.78	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	20	256	0	0.0	-	20.5	2418	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
d02a4fe	decode	-	30	256	1	49.0	-	20.4	2418	12.10	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	50	256	1	49.1	-	20.4	2418	12.12	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	100	256	1	49.0	-	20.4	2418	12.11	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	none	256	1	49.0	-	20.4	2418	12.11	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	20	1024	0	0.0	-	20.5	2418	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
d02a4fe	decode	-	30	1024	1	49.0	-	20.4	2418	12.09	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	50	1024	1	48.9	-	20.5	2418	12.08	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	100	1024	1	48.9	-	20.4	2418	12.08	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	none	1024	1	49.0	-	20.4	2418	12.10	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	prefill	32	-	-	-	403.9	79	-	-0	0.30	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	64	-	-	-	578.4	111	-	0	0.43	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	128	-	-	-	753.3	170	-	0	0.56	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	256	-	-	-	904.8	283	-	0	0.67	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	512	-	-	-	1070.3	478	-	0	0.79	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	1024	-	-	-	1115.2	918	-	0	0.83	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	2048	-	-	-	1146.5	1786	-	0	0.85	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	4096	-	-	-	1138.3	3598	-	0	0.84	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	8192	-	-	-	1112.9	7361	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	16384	-	-	-	1033.1	15858	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	20	256	0	0.0	-	20.5	2419	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
d02a4fe	decode	-	30	256	1	49.0	-	20.4	2419	12.10	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	50	256	1	48.9	-	20.4	2419	12.08	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	100	256	1	48.9	-	20.5	2419	12.08	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	none	256	1	48.3	-	20.7	2419	11.92	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	20	1024	0	0.0	-	20.5	2419	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
d02a4fe	decode	-	30	1024	1	48.4	-	20.7	2419	11.96	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	50	1024	1	48.7	-	20.5	2419	12.03	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	100	1024	1	48.8	-	20.5	2419	12.05	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	none	1024	1	48.5	-	20.6	2419	11.98	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	prefill	32	-	-	-	387.6	83	-	0	0.29	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	64	-	-	-	565.6	113	-	0	0.42	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	128	-	-	-	768.5	167	-	0	0.57	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	256	-	-	-	911.1	281	-	0	0.67	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	512	-	-	-	1054.5	486	-	0	0.78	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	1024	-	-	-	1112.2	921	-	-0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	2048	-	-	-	1144.8	1789	-	0	0.85	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	4096	-	-	-	1138.5	3598	-	0	0.84	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	8192	-	-	-	1108.4	7391	-	0	0.82	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	16384	-	-	-	1036.4	15809	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	20	256	0	0.0	-	20.5	2416	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
d02a4fe	decode	-	30	256	1	48.7	-	20.5	2416	12.02	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	50	256	1	44.5	-	22.5	2416	10.98	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	100	256	1	40.3	-	24.8	2416	9.96	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	none	256	1	43.5	-	23.0	2416	10.74	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	20	1024	0	0.0	-	22.1	2416	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
d02a4fe	decode	-	30	1024	1	45.7	-	21.9	2416	11.28	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	50	1024	1	46.0	-	21.7	2416	11.37	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	100	1024	1	45.8	-	21.9	2416	11.30	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	none	1024	1	45.1	-	22.2	2416	11.15	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	prefill	32	-	-	-	360.9	89	-	0	0.27	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	64	-	-	-	564.1	113	-	0	0.42	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	128	-	-	-	745.4	172	-	-0	0.55	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	256	-	-	-	883.0	290	-	0	0.65	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	512	-	-	-	1037.8	493	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	1024	-	-	-	1059.6	966	-	-7	0.78	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	2048	-	-	-	1050.0	1950	-	-10	0.78	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	4096	-	-	-	1046.0	3916	-	0	0.77	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	8192	-	-	-	1032.5	7934	-	-6	0.76	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	prefill	16384	-	-	-	980.8	16705	-	-0	0.73	COMPUTE_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	20	256	0	0.0	-	21.5	2080	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
d02a4fe	decode	-	30	256	1	46.6	-	21.5	2080	11.51	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	50	256	1	46.5	-	21.5	2080	11.48	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	100	256	1	46.5	-	21.5	2080	11.47	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	none	256	1	46.6	-	21.4	2080	11.52	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	20	1024	0	0.0	-	21.5	2080	0.00	CONSTRAINT_EXCEEDED	100.0	keep	baseline run
d02a4fe	decode	-	30	1024	1	46.4	-	21.6	2080	11.45	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	50	1024	1	46.4	-	21.6	2080	11.46	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	100	1024	1	46.3	-	21.6	2080	11.44	MEMORY_BOUND	100.0	keep	baseline run
d02a4fe	decode	-	none	1024	1	45.6	-	21.9	2080	11.27	MEMORY_BOUND	100.0	keep	baseline run
